case_id,trial,tier,source,negative_case,expected_decision,actual_decision,status,automatic_pass,passed,failures,outcome_failures,diagnostic_clean,diagnostic_warnings,review_status,turns,tokens_in,tokens_out,tokens_measured,cost_usd,duration_ms,backend,model,prompt_version,descriptor_version,call_mode,autonomy,policy,reviewers
REF-6062,2,core,team,True,escalate,escalate,completed,True,True,,,True,,accepted,2,0,0,False,0.0,2.243,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6062,3,core,team,True,escalate,escalate,completed,True,True,,,True,,accepted,2,0,0,False,0.0,2.15,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6063,1,core,team,True,escalate,escalate,completed,True,True,,,True,,accepted,2,0,0,False,0.0,2.233,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6063,2,core,team,True,escalate,escalate,completed,True,True,,,True,,accepted,2,0,0,False,0.0,2.161,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6063,3,core,team,True,escalate,escalate,completed,True,True,,,True,,accepted,2,0,0,False,0.0,2.249,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6064,1,core,team,True,escalate,escalate,completed,True,True,,,True,,accepted,3,0,0,False,0.0,2.752,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6064,2,core,team,True,escalate,escalate,completed,True,True,,,True,,accepted,3,0,0,False,0.0,2.554,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6064,3,core,team,True,escalate,escalate,completed,True,True,,,True,,accepted,3,0,0,False,0.0,2.554,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6065,1,core,team,True,escalate,escalate,guardrail_stopped,True,True,,,True,,accepted,2,0,0,False,0.0,1.933,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6065,2,core,team,True,escalate,escalate,guardrail_stopped,True,True,,,True,,accepted,2,0,0,False,0.0,2.009,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
REF-6065,3,core,team,True,escalate,escalate,guardrail_stopped,True,True,,,True,,accepted,2,0,0,False,0.0,1.994,scripted,scripted,v2,v2,parallel,confirm,prompt_version=v2|descriptor_version=v2|call_mode=parallel|autonomy=confirm,OpenAI Codex (GPT-5)
