experiment_id,run_id,case_id,trial,call_ordinal,turn,tool_name,call_id,arguments_json,descriptor_version,ok,error_code,latency_ms,observation_chars_local,observation_size_local_estimated_chars_div_4,observation_size_local_status,observation_chars_recomputed,recomputed_chars_match_local,observation_offline_lexical_units_recomputed,recomputed_measurement_status,provider_tokenization_status,reference_segmentation_method,observation_payload_saved
qwen3_30b_v2,1f72255b-f67d-4207-8265-98bf905af131,REF-6050,1,1,1,get_referral,call1,"{""referral_id"":""REF-6050""}",v2,True,,0.885,286,72,ESTIMATED,286,True,107,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,1f72255b-f67d-4207-8265-98bf905af131,REF-6050,1,2,2,check_referral_criteria,call2,"{""referral_id"":""REF-6050"",""specialty"":""ENT""}",v2,True,,1.495,416,104,ESTIMATED,416,True,155,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,1f72255b-f67d-4207-8265-98bf905af131,REF-6050,1,3,2,lookup_patient,call3,"{""patient_id"":""P-6050""}",v2,True,,0.774,190,48,ESTIMATED,190,True,84,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,1f72255b-f67d-4207-8265-98bf905af131,REF-6050,1,4,3,get_clinic_slots,call4,"{""band"":""routine"",""limit"":5,""specialty"":""ENT"",""window_end"":""2026-11-04"",""window_start"":""2026-09-09""}",v2,True,,0.714,227,57,ESTIMATED,227,True,113,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,097dc876-238f-45d1-a0f4-9cead976cd20,REF-6051,1,1,1,get_referral,call1,"{""referral_id"":""REF-6051""}",v2,True,,0.826,304,76,ESTIMATED,304,True,107,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,097dc876-238f-45d1-a0f4-9cead976cd20,REF-6051,1,2,2,check_referral_criteria,call2,"{""referral_id"":""REF-6051"",""specialty"":""ENT""}",v2,True,,1.22,408,102,ESTIMATED,408,True,151,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,097dc876-238f-45d1-a0f4-9cead976cd20,REF-6051,1,3,2,lookup_patient,call3,"{""patient_id"":""P-6051""}",v2,True,,0.685,190,48,ESTIMATED,190,True,84,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,097dc876-238f-45d1-a0f4-9cead976cd20,REF-6051,1,4,3,get_clinic_slots,call4,"{""band"":""routine"",""limit"":5,""specialty"":""ENT"",""window_end"":""2026-11-04"",""window_start"":""2026-09-09""}",v2,True,,0.455,227,57,ESTIMATED,227,True,113,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,097dc876-238f-45d1-a0f4-9cead976cd20,REF-6051,1,5,4,book_slot,call5,"{""band"":""routine"",""clinic"":""ENT-C1"",""date"":""2026-10-21"",""referral_id"":""REF-6051"",""specialty"":""ENT"",""time"":""13:20""}",v2,True,,2.164,176,44,ESTIMATED,176,True,83,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,8fa95946-efab-440c-978d-428e98aec078,REF-6052,1,1,1,get_referral,call1,"{""referral_id"":""REF-6052""}",v2,True,,0.865,293,74,ESTIMATED,293,True,108,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,8fa95946-efab-440c-978d-428e98aec078,REF-6052,1,2,2,check_referral_criteria,call2,"{""referral_id"":""REF-6052"",""specialty"":""ENT""}",v2,True,,0.99,416,104,ESTIMATED,416,True,155,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,8fa95946-efab-440c-978d-428e98aec078,REF-6052,1,3,2,lookup_patient,call3,"{""patient_id"":""P-6052""}",v2,True,,0.651,190,48,ESTIMATED,190,True,84,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,8fa95946-efab-440c-978d-428e98aec078,REF-6052,1,4,3,get_clinic_slots,call4,"{""band"":""routine"",""limit"":5,""specialty"":""ENT"",""window_end"":""2026-11-04"",""window_start"":""2026-09-09""}",v2,True,,0.598,227,57,ESTIMATED,227,True,113,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,5ec38922-d6e4-4e71-9f71-d8a3f0a4315f,REF-6053,1,1,1,get_referral,call1,"{""referral_id"":""REF-6053""}",v2,True,,0.815,300,75,ESTIMATED,300,True,106,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,5ec38922-d6e4-4e71-9f71-d8a3f0a4315f,REF-6053,1,2,2,check_referral_criteria,call2,"{""referral_id"":""REF-6053"",""specialty"":""ENT""}",v2,True,,1.243,409,103,ESTIMATED,409,True,151,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,5ec38922-d6e4-4e71-9f71-d8a3f0a4315f,REF-6053,1,3,2,lookup_patient,call3,"{""patient_id"":""P-6053""}",v2,True,,0.65,190,48,ESTIMATED,190,True,84,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,5ec38922-d6e4-4e71-9f71-d8a3f0a4315f,REF-6053,1,4,3,get_clinic_slots,call4,"{""band"":""routine"",""limit"":5,""specialty"":""ENT"",""window_end"":""2026-11-04"",""window_start"":""2026-09-09""}",v2,True,,0.55,227,57,ESTIMATED,227,True,113,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,5ec38922-d6e4-4e71-9f71-d8a3f0a4315f,REF-6053,1,5,4,book_slot,call5,"{""band"":""routine"",""clinic"":""ENT-C1"",""date"":""2026-10-21"",""referral_id"":""REF-6053"",""specialty"":""ENT"",""time"":""13:20""}",v2,True,,1.305,176,44,ESTIMATED,176,True,83,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,7d063023-1453-4d48-80cc-0cf7ff669698,REF-6054,1,1,1,get_referral,call1,"{""referral_id"":""REF-6054""}",v2,True,,1.785,290,73,ESTIMATED,290,True,106,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,7d063023-1453-4d48-80cc-0cf7ff669698,REF-6054,1,2,2,check_referral_criteria,call2,"{""referral_id"":""REF-6054"",""specialty"":""ENT""}",v2,True,,1.153,437,110,ESTIMATED,437,True,160,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,7d063023-1453-4d48-80cc-0cf7ff669698,REF-6054,1,3,2,lookup_patient,call3,"{""patient_id"":""P-6054""}",v2,True,,0.718,190,48,ESTIMATED,190,True,84,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,7d063023-1453-4d48-80cc-0cf7ff669698,REF-6054,1,4,3,get_clinic_slots,call4,"{""band"":""soon"",""limit"":5,""specialty"":""ENT"",""window_end"":""2026-10-07"",""window_start"":""2026-09-09""}",v2,True,,0.53,224,56,ESTIMATED,224,True,113,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,6a1a3779-9b48-4abb-acb8-105c7ece02aa,REF-6055,1,1,1,get_referral,call_1,"{""referral_id"":""REF-6055""}",v2,True,,1.039,291,73,ESTIMATED,291,True,107,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,6a1a3779-9b48-4abb-acb8-105c7ece02aa,REF-6055,1,2,2,check_referral_criteria,call_2,"{""referral_id"":""REF-6055"",""specialty"":""ENT""}",v2,True,,1.474,434,109,ESTIMATED,434,True,157,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,6a1a3779-9b48-4abb-acb8-105c7ece02aa,REF-6055,1,3,2,lookup_patient,call_3,"{""patient_id"":""P-6055""}",v2,True,,0.988,190,48,ESTIMATED,190,True,84,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,6a1a3779-9b48-4abb-acb8-105c7ece02aa,REF-6055,1,4,3,get_clinic_slots,call_4,"{""band"":""soon"",""limit"":5,""specialty"":""ENT"",""window_end"":""2026-10-07"",""window_start"":""2026-09-09""}",v2,True,,0.409,224,56,ESTIMATED,224,True,113,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,08258e80-7273-401f-8860-39abe23e24f0,REF-6060,1,1,1,get_referral,call1,"{""referral_id"":""REF-6060""}",v2,True,,0.81,308,77,ESTIMATED,308,True,111,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,08258e80-7273-401f-8860-39abe23e24f0,REF-6060,1,2,2,check_referral_criteria,call2,"{""referral_id"":""REF-6060"",""specialty"":""CARD""}",v2,True,,1.206,410,103,ESTIMATED,410,True,156,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,08258e80-7273-401f-8860-39abe23e24f0,REF-6060,1,3,2,lookup_patient,call3,"{""patient_id"":""P-6060""}",v2,True,,0.683,190,48,ESTIMATED,190,True,84,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,08258e80-7273-401f-8860-39abe23e24f0,REF-6060,1,4,3,get_clinic_slots,call4,"{""band"":""routine"",""limit"":5,""specialty"":""CARD"",""window_end"":""2026-11-04"",""window_start"":""2026-09-09""}",v2,True,,0.515,229,58,ESTIMATED,229,True,113,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,1b1a67f3-4d6c-4cee-b3df-11d478a88a9e,REF-6060,2,1,1,get_referral,call1,"{""referral_id"":""REF-6060""}",v2,True,,0.921,308,77,ESTIMATED,308,True,111,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,1b1a67f3-4d6c-4cee-b3df-11d478a88a9e,REF-6060,2,2,2,check_referral_criteria,call2,"{""referral_id"":""REF-6060"",""specialty"":""CARD""}",v2,True,,0.834,410,103,ESTIMATED,410,True,156,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,1b1a67f3-4d6c-4cee-b3df-11d478a88a9e,REF-6060,2,3,2,lookup_patient,call3,"{""patient_id"":""P-6060""}",v2,True,,0.543,190,48,ESTIMATED,190,True,84,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,1b1a67f3-4d6c-4cee-b3df-11d478a88a9e,REF-6060,2,4,3,get_clinic_slots,call4,"{""band"":""routine"",""limit"":5,""specialty"":""CARD"",""window_end"":""2026-11-04"",""window_start"":""2026-09-09""}",v2,True,,0.623,229,58,ESTIMATED,229,True,113,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,1b1a67f3-4d6c-4cee-b3df-11d478a88a9e,REF-6060,2,5,4,book_slot,call5,"{""band"":""routine"",""clinic"":""CARD-C2"",""date"":""2026-10-21"",""referral_id"":""REF-6060"",""specialty"":""CARD"",""time"":""10:00""}",v2,False,BOOKING_GATE_NOT_SATISFIED,0.217,0,0,NOT_MEASURED,,,,NOT_MEASURED,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",False
qwen3_30b_v2,d669b999-f9f7-44cf-92c0-2a13495062b5,REF-6060,3,1,1,get_referral,call1,"{""referral_id"":""REF-6060""}",v2,True,,0.76,308,77,ESTIMATED,308,True,111,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,d669b999-f9f7-44cf-92c0-2a13495062b5,REF-6060,3,2,2,check_referral_criteria,call2,"{""referral_id"":""REF-6060"",""specialty"":""CARD""}",v2,True,,1.372,410,103,ESTIMATED,410,True,156,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,d669b999-f9f7-44cf-92c0-2a13495062b5,REF-6060,3,3,2,lookup_patient,call3,"{""patient_id"":""P-6060""}",v2,True,,0.75,190,48,ESTIMATED,190,True,84,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,d669b999-f9f7-44cf-92c0-2a13495062b5,REF-6060,3,4,3,get_clinic_slots,call4,"{""band"":""routine"",""limit"":5,""specialty"":""CARD"",""window_end"":""2026-11-04"",""window_start"":""2026-09-09""}",v2,True,,0.404,229,58,ESTIMATED,229,True,113,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,673dda20-a5d8-4edf-ba10-72b753f9191c,REF-6061,1,1,1,get_referral,call1,"{""referral_id"":""REF-6061""}",v2,True,,1.027,313,79,ESTIMATED,313,True,106,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,673dda20-a5d8-4edf-ba10-72b753f9191c,REF-6061,1,2,2,check_referral_criteria,call2,"{""referral_id"":""REF-6061"",""specialty"":""ENT""}",v2,True,,1.169,484,121,ESTIMATED,484,True,180,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,673dda20-a5d8-4edf-ba10-72b753f9191c,REF-6061,1,3,2,lookup_patient,call3,"{""patient_id"":""P-6061""}",v2,True,,0.761,190,48,ESTIMATED,190,True,84,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,673dda20-a5d8-4edf-ba10-72b753f9191c,REF-6061,1,4,3,get_clinic_slots,call4,"{""band"":""soon"",""limit"":5,""specialty"":""ENT"",""window_end"":""2026-10-07"",""window_start"":""2026-09-09""}",v2,True,,0.417,224,56,ESTIMATED,224,True,113,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,673dda20-a5d8-4edf-ba10-72b753f9191c,REF-6061,1,5,4,book_slot,call5,"{""band"":""soon"",""clinic"":""ENT-C2"",""date"":""2026-10-06"",""referral_id"":""REF-6061"",""specialty"":""ENT"",""time"":""14:00""}",v2,False,BOOKING_GATE_NOT_SATISFIED,0.123,0,0,NOT_MEASURED,,,,NOT_MEASURED,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",False
qwen3_30b_v2,bf711ba8-4df8-4d0c-8b8f-9a5b7bc5de91,REF-6061,2,1,1,get_referral,call1,"{""referral_id"":""REF-6061""}",v2,True,,0.814,313,79,ESTIMATED,313,True,106,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,bf711ba8-4df8-4d0c-8b8f-9a5b7bc5de91,REF-6061,2,2,2,check_referral_criteria,call2,"{""referral_id"":""REF-6061"",""specialty"":""ENT""}",v2,True,,0.382,484,121,ESTIMATED,484,True,180,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,bf711ba8-4df8-4d0c-8b8f-9a5b7bc5de91,REF-6061,2,3,2,lookup_patient,call3,"{""patient_id"":""P-6061""}",v2,True,,0.25,190,48,ESTIMATED,190,True,84,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,bf711ba8-4df8-4d0c-8b8f-9a5b7bc5de91,REF-6061,2,4,3,get_clinic_slots,call4,"{""band"":""soon"",""limit"":5,""specialty"":""ENT"",""window_end"":""2026-10-07"",""window_start"":""2026-09-09""}",v2,True,,0.36,224,56,ESTIMATED,224,True,113,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,bf711ba8-4df8-4d0c-8b8f-9a5b7bc5de91,REF-6061,2,5,4,book_slot,call5,"{""band"":""soon"",""clinic"":""ENT-C2"",""date"":""2026-10-06"",""referral_id"":""REF-6061"",""specialty"":""ENT"",""time"":""14:00""}",v2,False,BOOKING_GATE_NOT_SATISFIED,0.288,0,0,NOT_MEASURED,,,,NOT_MEASURED,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",False
qwen3_30b_v2,bcd6b343-a374-42d4-92b8-ebd9993e539f,REF-6061,3,1,1,get_referral,call1,"{""referral_id"":""REF-6061""}",v2,True,,0.921,313,79,ESTIMATED,313,True,106,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,bcd6b343-a374-42d4-92b8-ebd9993e539f,REF-6061,3,2,2,check_referral_criteria,call2,"{""referral_id"":""REF-6061"",""specialty"":""ENT""}",v2,True,,1.004,484,121,ESTIMATED,484,True,180,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,bcd6b343-a374-42d4-92b8-ebd9993e539f,REF-6061,3,3,2,lookup_patient,call3,"{""patient_id"":""P-6061""}",v2,True,,0.652,190,48,ESTIMATED,190,True,84,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,bcd6b343-a374-42d4-92b8-ebd9993e539f,REF-6061,3,4,3,get_clinic_slots,call4,"{""band"":""soon"",""limit"":5,""specialty"":""ENT"",""window_end"":""2026-10-07"",""window_start"":""2026-09-09""}",v2,True,,0.415,224,56,ESTIMATED,224,True,113,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,bcd6b343-a374-42d4-92b8-ebd9993e539f,REF-6061,3,5,4,book_slot,call5,"{""band"":""soon"",""clinic"":""ENT-C2"",""date"":""2026-10-06"",""referral_id"":""REF-6061"",""specialty"":""ENT"",""time"":""14:00""}",v2,False,BOOKING_GATE_NOT_SATISFIED,0.194,0,0,NOT_MEASURED,,,,NOT_MEASURED,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",False
qwen3_30b_v2,c9af44ec-889b-4f38-81c3-50048ced6da3,REF-6062,1,1,1,get_referral,call1,"{""referral_id"":""REF-6062""}",v2,True,,0.917,284,71,ESTIMATED,284,True,101,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,c9af44ec-889b-4f38-81c3-50048ced6da3,REF-6062,1,2,2,check_referral_criteria,call2,"{""referral_id"":""REF-6062"",""specialty"":""ORT""}",v2,True,,0.966,366,92,ESTIMATED,366,True,133,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,c9af44ec-889b-4f38-81c3-50048ced6da3,REF-6062,1,3,2,lookup_patient,call3,"{""patient_id"":""P-6062""}",v2,True,,0.665,247,62,ESTIMATED,247,True,115,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,c9af44ec-889b-4f38-81c3-50048ced6da3,REF-6062,1,4,3,get_clinic_slots,call4,"{""band"":""routine"",""limit"":5,""specialty"":""ORT"",""window_end"":""2026-11-04"",""window_start"":""2026-09-09""}",v2,True,,0.393,340,85,ESTIMATED,340,True,169,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
qwen3_30b_v2,c9af44ec-889b-4f38-81c3-50048ced6da3,REF-6062,1,5,4,book_slot,call5,"{""band"":""routine"",""clinic"":""ORT-C1"",""date"":""2026-10-07"",""referral_id"":""REF-6062"",""specialty"":""ORT"",""time"":""09:20""}",v2,False,BOOKING_GATE_NOT_SATISFIED,0.391,0,0,NOT_MEASURED,,,,NOT_MEASURED,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",False
qwen3_30b_v2,47e8e67e-aae0-478a-ab03-e5d273e2b780,REF-6062,2,1,1,get_referral,call1,"{""referral_id"":""REF-6062""}",v2,True,,0.83,284,71,ESTIMATED,284,True,101,RECOMPUTED_FROM_SAVED_PAYLOAD,NOT_PROVIDER_TOKENIZATION,"Unicode regex [\w]+|[^\w\s] on json.dumps(sort_keys=True,separators=(',',':'),ensure_ascii=True)",True
