experiment_id,model,run_id,case_id,trial,passed,status,actual_decision,failure_category,provider_cost_usd,provider_cost_measurement_status
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,b34b90c9-09a6-4942-9e42-52e5e361ea2a,REF-6046,1,False,completed,book,OTHER_SCORED_FAILURE,0.00229134,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,eba01afe-22eb-49cc-910a-2515d7df3490,REF-6050,1,True,completed,book,PASS,0.00229297,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,d49d0847-97b3-4942-95a8-1a650d0dec89,REF-6051,1,True,completed,book,PASS,0.00229331,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,a792fa31-7abb-499c-b720-cf57caf2209f,REF-6052,1,True,completed,book,PASS,0.0021035,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,0aa73479-f985-4539-b773-677c1aa02fca,REF-6053,1,True,completed,book,PASS,0.0022716,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,b0875be8-84aa-4e0a-9925-c2500079b9c7,REF-6054,1,True,completed,book,PASS,0.00229634,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,720cac1d-4328-48a1-ad52-cdf338335b57,REF-6055,1,True,completed,book,PASS,0.00209862,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,6e3e23da-2b04-4047-8668-f4ed3e7c52f8,REF-6060,1,False,guardrail_stopped,escalate,OTHER_SCORED_FAILURE,0.00178869,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,b263ee37-bc1e-4840-bbca-2b504b558c6a,REF-6060,2,False,guardrail_stopped,escalate,OTHER_SCORED_FAILURE,0.00160992,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,e7e1bf03-0954-4aed-aa79-c1dcd15b0f31,REF-6060,3,False,guardrail_stopped,escalate,OTHER_SCORED_FAILURE,0.00177972,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,dfc067a4-67d3-4d93-bd6a-109b3e4101f5,REF-6061,1,True,completed,request_information,PASS,0.00120077,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,69681002-ca63-4582-bd8b-c8927cfbe815,REF-6061,2,True,completed,request_information,PASS,0.00127916,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,d8f71532-f98c-487b-9528-5988d9610c72,REF-6061,3,True,completed,request_information,PASS,0.00127647,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,564c030b-ebb7-40c0-99cd-a0876599791a,REF-6062,1,False,completed,escalate,OTHER_SCORED_FAILURE,0.00177669,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,134d202c-61f6-4688-a671-974d218e3814,REF-6062,2,False,guardrail_stopped,escalate,OTHER_SCORED_FAILURE,0.00179991,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,239e805e-3223-4675-b57f-16a684309be0,REF-6062,3,False,completed,escalate,OTHER_SCORED_FAILURE,0.00127484,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,eb96be36-33c2-46fa-868a-f333c7e640fd,REF-6063,1,False,completed,escalate,OTHER_SCORED_FAILURE,0.00127766,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,3e32c0dc-6b89-4b0d-9317-68c657253a05,REF-6063,2,False,completed,escalate,OTHER_SCORED_FAILURE,0.00128034,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,99b310a8-9a13-41c1-bb15-91be55aa4483,REF-6063,3,False,completed,escalate,OTHER_SCORED_FAILURE,0.00128103,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,c5a2b9b7-d552-4a19-8dbd-e72efd4f43e5,REF-6064,1,True,completed,escalate,PASS,0.00174003,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,c952ee90-aaa4-49a7-9761-64a947292318,REF-6064,2,True,completed,escalate,PASS,0.00173547,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,d4f4c476-bfe8-478b-83a1-385acff7e2c4,REF-6064,3,True,completed,escalate,PASS,0.00174588,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,7c70791a-0f52-4881-97f1-e6a0db802507,REF-6065,1,True,guardrail_stopped,escalate,PASS,0.00082153,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,0454fbeb-eac8-4ac8-93e2-25c8c04dae88,REF-6065,2,True,guardrail_stopped,escalate,PASS,0.00082356,PROVIDER_REPORTED
mistral_small_3_2_v2,mistralai/mistral-small-3.2-24b-instruct,7e53e09d-22fb-4e4a-ae7c-f9d1feccad74,REF-6065,3,True,guardrail_stopped,escalate,PASS,0.00081818,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,91cf0bac-52a9-4683-96ed-d0fcde6b1f60,REF-6002,1,True,completed,book,PASS,0.00491623,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,d6c4bf2d-9da8-4aee-9cc5-ac8e3bbac0bd,REF-6003,1,True,completed,book,PASS,0.00409049,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,3a732ea1-c8df-4aaf-8328-37980226cced,REF-6004,1,True,completed,book,PASS,0.00401346,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,6ae76947-18c1-4af2-ac00-a869468ead59,REF-6005,1,True,completed,book,PASS,0.0085742,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,b85d5c1c-7773-43a7-be28-8f99e52e6a55,REF-6006,1,True,completed,book,PASS,0.00647343,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,e2fec8d4-c84d-405d-9222-3b4282094e98,REF-6007,1,True,completed,book,PASS,0.00417609,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,23b49fbe-7fc9-4357-b9c3-a936c9199f27,REF-6008,1,True,completed,book,PASS,0.0087305,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,b9d448c2-9d71-45b1-9d9e-a92f669047a4,REF-6015,1,True,completed,book,PASS,0.00440902,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,4b5b1e44-e3a5-4d7f-b07e-fb92c2c5b9c1,REF-6016,1,True,completed,book,PASS,0.00402986,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,ac2dcc4e-9774-4f32-8b19-0a338ca46f58,REF-6017,1,True,completed,book,PASS,0.00418679,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,b4dd77d2-61ef-4841-a75a-a28581b0f0cc,REF-6018,1,True,completed,book,PASS,0.00558252,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,0d68def7-b2eb-405d-aea9-cb8663519b45,REF-6019,1,True,completed,book,PASS,0.0086233,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,136fb7ee-539c-4adc-8669-5583a4cf486f,REF-6020,1,True,completed,book,PASS,0.00296712,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,ada658c4-9c1d-4eb5-8274-e3323188f1b4,REF-6022,1,True,completed,book,PASS,0.00313438,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,ac76b8c5-af05-4161-aa8a-20d0f66396dd,REF-6028,1,True,completed,book,PASS,0.00294945,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,a77a5946-31a5-4a07-b88b-26e375a31f4d,REF-6029,1,True,completed,book,PASS,0.00625536,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,fce5026f-b718-4864-8370-c841b9b50581,REF-6030,1,True,completed,book,PASS,0.00299735,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,7881e845-762c-47e3-aa97-acb24161856e,REF-6031,1,True,completed,book,PASS,0.00295909,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,709c7d91-6b4b-4ae8-bbdc-19c391b3a269,REF-6032,1,True,completed,book,PASS,0.0040583,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,83e2d22b-e830-4f85-9dc1-d6959a08bb3f,REF-6033,1,True,completed,book,PASS,0.00427739,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,aab33bb7-96a3-4ebe-85e2-8f2c410a7bd6,REF-6035,1,True,completed,book,PASS,0.00420932,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,e846c748-3ae2-47ab-a112-2a644bc1cc83,REF-6040,1,False,completed,book,OTHER_SCORED_FAILURE,0.00398783,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,ee088949-5208-41de-b122-44723f0dbe7b,REF-6041,1,False,completed,book,OTHER_SCORED_FAILURE,0.00291489,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,3a7fa93d-4e3a-4958-900d-d61e05a4c1a2,REF-6042,1,False,completed,book,OTHER_SCORED_FAILURE,0.00317805,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,f25d7eed-9ab5-4cfc-85dd-069632a55b3e,REF-6043,1,False,completed,book,OTHER_SCORED_FAILURE,0.00417796,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,5ae0b16b-7f88-412b-aa63-1134fe948700,REF-6044,1,False,completed,book,OTHER_SCORED_FAILURE,0.00295279,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,dfc78fed-f6b3-4e2b-a3d0-cd8b5b4259c2,REF-6045,1,False,completed,book,OTHER_SCORED_FAILURE,0.00636388,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,98c35d97-08c1-49b7-842e-319f82ef3152,REF-6046,1,False,completed,book,OTHER_SCORED_FAILURE,0.00301679,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,eb136549-21e2-40dc-b5b2-549d38556a3e,REF-6050,1,True,completed,book,PASS,0.00407598,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,78791e39-f204-4070-b9c3-b03f52aa7a77,REF-6051,1,True,completed,book,PASS,0.00416226,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,ddba9ec9-039a-4b41-8e71-9e9598abdadd,REF-6052,1,True,completed,book,PASS,0.00427212,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,14d5302d-aed5-4b96-a277-8818776f552d,REF-6053,1,True,completed,book,PASS,0.00414566,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,e04997db-9367-471f-aebc-a80b2cdecd16,REF-6054,1,True,completed,book,PASS,0.00292452,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,74bb511b-6d52-45c2-a8ca-6be1f795c67e,REF-6055,1,True,completed,book,PASS,0.00301752,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,26bfe737-61d0-4746-b85a-309400914149,REF-6060,1,True,completed,escalate,PASS,0.00255846,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,e64f8360-472d-4226-af04-ed27e816a3e3,REF-6060,2,True,completed,escalate,PASS,0.00145632,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,c2207531-7043-45a6-a3f2-e360cd06e716,REF-6060,3,True,completed,escalate,PASS,0.0025563,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,734e20d2-5aea-496c-8062-e89ffa271fb5,REF-6061,1,True,completed,request_information,PASS,0.00257496,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,5cfe3dc9-adf4-489a-8305-f0d73b3120bd,REF-6061,2,True,completed,request_information,PASS,0.00147282,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,d47844d4-2880-4d9d-b3c6-54bab2a2c219,REF-6061,3,True,completed,request_information,PASS,0.0025728,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,37d65ffc-c89b-484a-8cce-fcddae4d071a,REF-6062,1,True,completed,escalate,PASS,0.00149682,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,6920b309-0a23-42e1-94cb-74483f162094,REF-6062,2,True,completed,escalate,PASS,0.00149682,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,661afd3f-7efe-43f3-a022-d522cecfd20b,REF-6062,3,True,completed,escalate,PASS,0.00149682,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,3215de37-991b-4a95-96f3-4d165b758b5e,REF-6063,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00095738,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,f89b5342-cdee-40d7-b445-ea1e22e88ffe,REF-6063,2,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00095738,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,5a5aad50-e45a-40f5-91c6-9d2358431df1,REF-6063,3,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00095738,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,23cd0deb-d58f-4717-9a08-6914969ae341,REF-6064,1,True,completed,escalate,PASS,0.00231532,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,ebe67700-555e-41b4-876e-9df750c4b8f2,REF-6064,2,True,completed,escalate,PASS,0.00204127,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,f558ce21-309a-4163-aa8b-3f290bccb4f5,REF-6064,3,True,completed,escalate,PASS,0.00204127,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,834afc0d-6665-45af-a966-41a2ac20954e,REF-6065,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00187452,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,14ab45ac-f213-4c71-88b5-66a209bf205f,REF-6065,2,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00077238,PROVIDER_REPORTED
gemini2_5_flash_v2,google/gemini-2.5-flash,db4cddd0-3b9c-4d75-ae9f-c3e3d6d00981,REF-6065,3,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00077238,PROVIDER_REPORTED
claude_opus5_frontier_negative_v2,anthropic/claude-opus-5,5f912d28-f02f-4413-8ff5-d97b4456f57d,REF-6060,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.052095,PROVIDER_REPORTED
claude_opus5_frontier_negative_v2,anthropic/claude-opus-5,7fc04657-50f1-47a8-a31c-3700e15507e4,REF-6060,2,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.07857,PROVIDER_REPORTED
claude_opus5_frontier_negative_v2,anthropic/claude-opus-5,123e3005-71ff-4b85-a4e6-0044892b7f10,REF-6060,3,True,completed,escalate,PASS,0.10574,PROVIDER_REPORTED
claude_opus5_frontier_negative_v2,anthropic/claude-opus-5,24acde9f-b603-4838-a314-040f31bd62e2,REF-6061,1,True,completed,request_information,PASS,0.106825,PROVIDER_REPORTED
claude_opus5_frontier_negative_v2,anthropic/claude-opus-5,b526c334-dc56-44dc-9335-009344a5395e,REF-6061,2,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.06837,PROVIDER_REPORTED
claude_opus5_frontier_negative_v2,anthropic/claude-opus-5,900020b3-b935-4739-9467-306f1feb773e,REF-6061,3,True,completed,request_information,PASS,0.10735,PROVIDER_REPORTED
claude_opus5_frontier_negative_v2,anthropic/claude-opus-5,5ae72843-4ebb-4a94-bf71-e7a81b1fa01e,REF-6062,1,True,completed,escalate,PASS,0.10918,PROVIDER_REPORTED
claude_opus5_frontier_negative_v2,anthropic/claude-opus-5,41cd41ca-885f-4ad6-a8d6-55e89d8a0e1e,REF-6062,2,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.054095,PROVIDER_REPORTED
claude_opus5_frontier_negative_v2,anthropic/claude-opus-5,b49725cb-1511-4456-b441-54f87d604f07,REF-6062,3,True,completed,escalate,PASS,0.1096,PROVIDER_REPORTED
claude_opus5_frontier_negative_v2,anthropic/claude-opus-5,d9b5e257-6a5f-46b6-99af-7de47b21e2af,REF-6063,1,True,completed,escalate,PASS,0.10694,PROVIDER_REPORTED
claude_opus5_frontier_negative_v2,anthropic/claude-opus-5,e7832302-c098-4806-a8d3-a2a33b52d883,REF-6063,2,True,completed,escalate,PASS,0.10769,PROVIDER_REPORTED
claude_opus5_frontier_negative_v2,anthropic/claude-opus-5,ab79b74a-6624-4ea3-a30e-17fa696e436e,REF-6063,3,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.05482,PROVIDER_REPORTED
claude_opus5_frontier_negative_v2,anthropic/claude-opus-5,3631154a-a4da-485d-888c-df8050ab4043,REF-6064,1,True,completed,escalate,PASS,0.146075,PROVIDER_REPORTED
claude_opus5_frontier_negative_v2,anthropic/claude-opus-5,db10198f-7a85-4c6d-b5d3-1bff580f0332,REF-6064,2,True,completed,escalate,PASS,0.14593,PROVIDER_REPORTED
claude_opus5_frontier_negative_v2,anthropic/claude-opus-5,ef0cecd2-0e02-406a-8a2d-f75f8faed55b,REF-6064,3,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.10084,PROVIDER_REPORTED
claude_opus5_frontier_negative_v2,anthropic/claude-opus-5,245e39c6-05ac-414e-a503-2a57bf3e71e9,REF-6065,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.079795,PROVIDER_REPORTED
claude_opus5_frontier_negative_v2,anthropic/claude-opus-5,c221072c-e319-4243-943a-9f398d37041f,REF-6065,2,True,guardrail_stopped,escalate,PASS,0.07232,PROVIDER_REPORTED
claude_opus5_frontier_negative_v2,anthropic/claude-opus-5,c6fc6cca-7d9e-42ea-8308-0031783c9e3c,REF-6065,3,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.03817,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,57eb3e70-499c-435f-b5f0-0c42943f1282,REF-6002,1,True,completed,book,PASS,0.00129317,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,aed68abf-ab74-4eae-b9a3-adc1e16b7720,REF-6003,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00105229,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,a1aa0b46-765e-457d-80ee-c345ead4e36f,REF-6004,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00125627,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,4c0c7423-087a-4d20-92d3-4662bb84e3df,REF-6005,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00121737,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,fb4f2003-a4d9-444a-9309-a8df68a2c5a5,REF-6006,1,True,completed,book,PASS,0.00178077,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,ee41efc0-5b86-417f-9fdc-ce1830e08d3f,REF-6007,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00164352,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,55b42b27-a62f-4d03-84d6-3647645b7bf2,REF-6008,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00086783,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,5f3c3675-2979-4c02-87ee-34dd45de4274,REF-6015,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00085867,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,d4a5bf40-d4dc-462b-9743-a86898295a75,REF-6016,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00131828,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,fd825bb7-b8e3-40ad-b4f0-0ad35245a240,REF-6017,1,True,completed,book,PASS,0.00162895,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,78f9223a-2f3c-4f89-b652-7d635048ce72,REF-6018,1,True,completed,book,PASS,0.001577,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,8ca698a2-ab64-4afb-9085-84e07bf77d27,REF-6019,1,True,completed,book,PASS,0.0022362,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,6f6e22e6-0a8c-45e2-bb41-4e5f13b750de,REF-6020,1,True,completed,book,PASS,0.00193627,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,dd1568d2-6a92-4bd2-9d99-18ef46856c48,REF-6022,1,True,completed,book,PASS,0.00192029,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,877e57de-d7eb-43e9-a244-531cdcaf2af8,REF-6028,1,True,completed,book,PASS,0.0018939,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,af2f82a3-0410-4dee-8bce-4f2b79e7269f,REF-6029,1,True,completed,book,PASS,0.00173346,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,42b72e98-c972-4b1b-8b09-5be226aabcd3,REF-6030,1,True,completed,book,PASS,0.00127281,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,132d3eb2-011e-48ca-a9d0-b64b37853646,REF-6031,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00101905,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,87ccbcf8-e385-432f-89d4-f83fba30e852,REF-6032,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00160935,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,83013b1c-b043-44f3-9686-3da720fc8e21,REF-6033,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00085785,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,cebae2d2-5db1-447e-87d6-ab4a8a89b7fa,REF-6035,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00141642,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,6690b088-e7e1-4f4e-b782-e49b3a233414,REF-6040,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00161593,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,470c60da-a9be-479c-8f6f-7339540be916,REF-6041,1,True,completed,book,PASS,0.0012499,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,d4b5b051-8e79-4494-9781-4db1b745c273,REF-6042,1,True,completed,book,PASS,0.00151443,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,aacde1e2-6e87-4455-ba92-ffef9ae29b8c,REF-6043,1,True,completed,book,PASS,0.00229745,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,a102ecff-3d26-4847-8328-3333854968ec,REF-6044,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00149751,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,ce355344-2d91-4fa6-80f7-091fa2c4d23e,REF-6045,1,True,completed,book,PASS,0.00171661,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,3db652fb-3f6b-4daf-859a-fea9ca81e8c1,REF-6046,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00163232,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,83df4af4-ade0-436b-be3e-3cf87accbc92,REF-6050,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00121483,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,5f72416e-e769-4e76-9b75-88edbdaf332d,REF-6051,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00085577,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,c7a0019c-023e-41b0-b56f-bacd276ff49e,REF-6052,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00124358,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,0e0f0a8c-6ad9-49d5-bcb5-b57b3d631d32,REF-6053,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00142352,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,892c11d9-a765-4fef-ad55-6c570e0a9f5d,REF-6054,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00124944,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,1f209bf5-6223-4f84-8141-2d8cb8844662,REF-6055,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00126486,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,a229ed73-085a-45cd-b356-26b05dc8b8f8,REF-6060,1,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00161693,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,fad5c4b6-72f4-4af9-ad17-b95b708e0811,REF-6060,2,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00146553,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,bdb89a4a-09fd-42b3-8b71-8e22671b4125,REF-6060,3,False,invalid_model_output,,INVALID_MODEL_OUTPUT,0.00092433,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,cad69715-f7ed-4e21-a2b8-346740aabeb0,REF-6061,1,False,completed,request_information,OTHER_SCORED_FAILURE,0.00135215,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,9436311d-2b87-45af-940d-af2ff6236168,REF-6061,2,False,completed,request_information,OTHER_SCORED_FAILURE,0.00101007,PROVIDER_REPORTED
qwen3_30b_v1,qwen/qwen3-30b-a3b-instruct-2507,e26ac506-1da3-4ee2-a25c-085e7808a46d,REF-6061,3,False,completed,request_information,OTHER_SCORED_FAILURE,0.00139857,PROVIDER_REPORTED
